Time,Solar Irradiation
2020-12-31 14:00:00-05:00,0.0
2020-12-31 15:00:00-05:00,0.0
2020-12-31 16:00:00-05:00,0.0
2020-12-31 17:00:00-05:00,0.0
2020-12-31 18:00:00-05:00,0.0
2020-12-31 19:00:00-05:00,0.0
2020-12-31 20:00:00-05:00,0.0
2020-12-31 21:00:00-05:00,0.0
2020-12-31 22:00:00-05:00,0.0
2020-12-31 23:00:00-05:00,0.0
2021-01-01 00:00:00-05:00,0.0
2021-01-01 01:00:00-05:00,0.0
2021-01-01 02:00:00-05:00,0.0
2021-01-01 03:00:00-05:00,70.51
2021-01-01 04:00:00-05:00,175.66
2021-01-01 05:00:00-05:00,293.64
2021-01-01 06:00:00-05:00,342.56
2021-01-01 07:00:00-05:00,351.17
2021-01-01 08:00:00-05:00,217.73
2021-01-01 09:00:00-05:00,152.98
2021-01-01 10:00:00-05:00,50.41
2021-01-01 11:00:00-05:00,0.0
2021-01-01 12:00:00-05:00,0.0
2021-01-01 13:00:00-05:00,0.0
2021-01-01 14:00:00-05:00,0.0
2021-01-01 15:00:00-05:00,0.0
2021-01-01 16:00:00-05:00,0.0
2021-01-01 17:00:00-05:00,0.0
2021-01-01 18:00:00-05:00,0.0
2021-01-01 19:00:00-05:00,0.0
2021-01-01 20:00:00-05:00,0.0
2021-01-01 21:00:00-05:00,0.0
2021-01-01 22:00:00-05:00,0.0
2021-01-01 23:00:00-05:00,0.0
2021-01-02 00:00:00-05:00,0.0
2021-01-02 01:00:00-05:00,0.0
2021-01-02 02:00:00-05:00,0.0
2021-01-02 03:00:00-05:00,38.38
2021-01-02 04:00:00-05:00,56.07
2021-01-02 05:00:00-05:00,101.34
2021-01-02 06:00:00-05:00,132.08
2021-01-02 07:00:00-05:00,124.73
2021-01-02 08:00:00-05:00,164.62
2021-01-02 09:00:00-05:00,97.8
2021-01-02 10:00:00-05:00,73.36
2021-01-02 11:00:00-05:00,0.0
2021-01-02 12:00:00-05:00,0.0
2021-01-02 13:00:00-05:00,0.0
2021-01-02 14:00:00-05:00,0.0
2021-01-02 15:00:00-05:00,0.0
2021-01-02 16:00:00-05:00,0.0
2021-01-02 17:00:00-05:00,0.0
2021-01-02 18:00:00-05:00,0.0
2021-01-02 19:00:00-05:00,0.0
2021-01-02 20:00:00-05:00,0.0
2021-01-02 21:00:00-05:00,0.0
2021-01-02 22:00:00-05:00,0.0
2021-01-02 23:00:00-05:00,0.0
2021-01-03 00:00:00-05:00,0.0
2021-01-03 01:00:00-05:00,0.0
2021-01-03 02:00:00-05:00,0.0
2021-01-03 03:00:00-05:00,50.07
2021-01-03 04:00:00-05:00,51.07
2021-01-03 05:00:00-05:00,119.58
2021-01-03 06:00:00-05:00,120.49
2021-01-03 07:00:00-05:00,153.84
2021-01-03 08:00:00-05:00,90.13
2021-01-03 09:00:00-05:00,93.01
2021-01-03 10:00:00-05:00,36.94
2021-01-03 11:00:00-05:00,0.0
2021-01-03 12:00:00-05:00,0.0
2021-01-03 13:00:00-05:00,0.0
2021-01-03 14:00:00-05:00,0.0
2021-01-03 15:00:00-05:00,0.0
2021-01-03 16:00:00-05:00,0.0
2021-01-03 17:00:00-05:00,0.0
2021-01-03 18:00:00-05:00,0.0
2021-01-03 19:00:00-05:00,0.0
2021-01-03 20:00:00-05:00,0.0
2021-01-03 21:00:00-05:00,0.0
2021-01-03 22:00:00-05:00,0.0
2021-01-03 23:00:00-05:00,0.0
2021-01-04 00:00:00-05:00,0.0
2021-01-04 01:00:00-05:00,0.0
2021-01-04 02:00:00-05:00,0.0
2021-01-04 03:00:00-05:00,62.24
2021-01-04 04:00:00-05:00,144.41
2021-01-04 05:00:00-05:00,124.12
2021-01-04 06:00:00-05:00,168.17
2021-01-04 07:00:00-05:00,159.52
2021-01-04 08:00:00-05:00,118.95
2021-01-04 09:00:00-05:00,116.35
2021-01-04 10:00:00-05:00,81.31
2021-01-04 11:00:00-05:00,0.0
2021-01-04 12:00:00-05:00,0.0
2021-01-04 13:00:00-05:00,0.0
2021-01-04 14:00:00-05:00,0.0
2021-01-04 15:00:00-05:00,0.0
2021-01-04 16:00:00-05:00,0.0
2021-01-04 17:00:00-05:00,0.0
2021-01-04 18:00:00-05:00,0.0
2021-01-04 19:00:00-05:00,0.0
2021-01-04 20:00:00-05:00,0.0
2021-01-04 21:00:00-05:00,0.0
2021-01-04 22:00:00-05:00,0.0
2021-01-04 23:00:00-05:00,0.0
2021-01-05 00:00:00-05:00,0.0
2021-01-05 01:00:00-05:00,0.0
2021-01-05 02:00:00-05:00,0.0
2021-01-05 03:00:00-05:00,50.58
2021-01-05 04:00:00-05:00,90.6
2021-01-05 05:00:00-05:00,136.12
2021-01-05 06:00:00-05:00,154.13
2021-01-05 07:00:00-05:00,207.85
2021-01-05 08:00:00-05:00,167.97
2021-01-05 09:00:00-05:00,128.52
2021-01-05 10:00:00-05:00,59.41
2021-01-05 11:00:00-05:00,0.0
2021-01-05 12:00:00-05:00,0.0
2021-01-05 13:00:00-05:00,0.0
2021-01-05 14:00:00-05:00,0.0
2021-01-05 15:00:00-05:00,0.0
2021-01-05 16:00:00-05:00,0.0
2021-01-05 17:00:00-05:00,0.0
2021-01-05 18:00:00-05:00,0.0
2021-01-05 19:00:00-05:00,0.0
2021-01-05 20:00:00-05:00,0.0
2021-01-05 21:00:00-05:00,0.0
2021-01-05 22:00:00-05:00,0.0
2021-01-05 23:00:00-05:00,0.0
2021-01-06 00:00:00-05:00,0.0
2021-01-06 01:00:00-05:00,0.0
2021-01-06 02:00:00-05:00,0.0
2021-01-06 03:00:00-05:00,71.0
2021-01-06 04:00:00-05:00,123.27
2021-01-06 05:00:00-05:00,208.88
2021-01-06 06:00:00-05:00,210.89
2021-01-06 07:00:00-05:00,230.26
2021-01-06 08:00:00-05:00,236.32
2021-01-06 09:00:00-05:00,147.0
2021-01-06 10:00:00-05:00,86.52
2021-01-06 11:00:00-05:00,0.0
2021-01-06 12:00:00-05:00,0.0
2021-01-06 13:00:00-05:00,0.0
2021-01-06 14:00:00-05:00,0.0
2021-01-06 15:00:00-05:00,0.0
2021-01-06 16:00:00-05:00,0.0
2021-01-06 17:00:00-05:00,0.0
2021-01-06 18:00:00-05:00,0.0
2021-01-06 19:00:00-05:00,0.0
2021-01-06 20:00:00-05:00,0.0
2021-01-06 21:00:00-05:00,0.0
2021-01-06 22:00:00-05:00,0.0
2021-01-06 23:00:00-05:00,0.0
2021-01-07 00:00:00-05:00,0.0
2021-01-07 01:00:00-05:00,0.0
2021-01-07 02:00:00-05:00,0.0
2021-01-07 03:00:00-05:00,86.68
2021-01-07 04:00:00-05:00,147.9
2021-01-07 05:00:00-05:00,210.65
2021-01-07 06:00:00-05:00,213.51
2021-01-07 07:00:00-05:00,225.05
2021-01-07 08:00:00-05:00,175.38
2021-01-07 09:00:00-05:00,121.6
2021-01-07 10:00:00-05:00,85.54
2021-01-07 11:00:00-05:00,8.26
2021-01-07 12:00:00-05:00,0.0
2021-01-07 13:00:00-05:00,0.0
2021-01-07 14:00:00-05:00,0.0
2021-01-07 15:00:00-05:00,0.0
2021-01-07 16:00:00-05:00,0.0
2021-01-07 17:00:00-05:00,0.0
2021-01-07 18:00:00-05:00,0.0
2021-01-07 19:00:00-05:00,0.0
2021-01-07 20:00:00-05:00,0.0
2021-01-07 21:00:00-05:00,0.0
2021-01-07 22:00:00-05:00,0.0
2021-01-07 23:00:00-05:00,0.0
2021-01-08 00:00:00-05:00,0.0
2021-01-08 01:00:00-05:00,0.0
2021-01-08 02:00:00-05:00,0.0
2021-01-08 03:00:00-05:00,97.15
2021-01-08 04:00:00-05:00,185.05
2021-01-08 05:00:00-05:00,295.94
2021-01-08 06:00:00-05:00,343.72
2021-01-08 07:00:00-05:00,366.8
2021-01-08 08:00:00-05:00,329.97
2021-01-08 09:00:00-05:00,245.74
2021-01-08 10:00:00-05:00,105.82
2021-01-08 11:00:00-05:00,9.55
2021-01-08 12:00:00-05:00,0.0
2021-01-08 13:00:00-05:00,0.0
2021-01-08 14:00:00-05:00,0.0
2021-01-08 15:00:00-05:00,0.0
2021-01-08 16:00:00-05:00,0.0
2021-01-08 17:00:00-05:00,0.0
2021-01-08 18:00:00-05:00,0.0
2021-01-08 19:00:00-05:00,0.0
2021-01-08 20:00:00-05:00,0.0
2021-01-08 21:00:00-05:00,0.0
2021-01-08 22:00:00-05:00,0.0
2021-01-08 23:00:00-05:00,0.0
2021-01-09 00:00:00-05:00,0.0
2021-01-09 01:00:00-05:00,0.0
2021-01-09 02:00:00-05:00,0.0
2021-01-09 03:00:00-05:00,87.42
2021-01-09 04:00:00-05:00,192.6
2021-01-09 05:00:00-05:00,268.15
2021-01-09 06:00:00-05:00,292.55
2021-01-09 07:00:00-05:00,343.11
2021-01-09 08:00:00-05:00,321.23
2021-01-09 09:00:00-05:00,231.67
2021-01-09 10:00:00-05:00,103.24
2021-01-09 11:00:00-05:00,9.15
2021-01-09 12:00:00-05:00,0.0
2021-01-09 13:00:00-05:00,0.0
2021-01-09 14:00:00-05:00,0.0
2021-01-09 15:00:00-05:00,0.0
2021-01-09 16:00:00-05:00,0.0
2021-01-09 17:00:00-05:00,0.0
2021-01-09 18:00:00-05:00,0.0
2021-01-09 19:00:00-05:00,0.0
2021-01-09 20:00:00-05:00,0.0
2021-01-09 21:00:00-05:00,0.0
2021-01-09 22:00:00-05:00,0.0
2021-01-09 23:00:00-05:00,0.0
2021-01-10 00:00:00-05:00,0.0
2021-01-10 01:00:00-05:00,0.0
2021-01-10 02:00:00-05:00,7.3
2021-01-10 03:00:00-05:00,73.73
2021-01-10 04:00:00-05:00,157.27
2021-01-10 05:00:00-05:00,196.61
2021-01-10 06:00:00-05:00,222.49
2021-01-10 07:00:00-05:00,242.91
2021-01-10 08:00:00-05:00,237.81
2021-01-10 09:00:00-05:00,163.5
2021-01-10 10:00:00-05:00,82.62
2021-01-10 11:00:00-05:00,8.73
2021-01-10 12:00:00-05:00,0.0
2021-01-10 13:00:00-05:00,0.0
2021-01-10 14:00:00-05:00,0.0
2021-01-10 15:00:00-05:00,0.0
2021-01-10 16:00:00-05:00,0.0
2021-01-10 17:00:00-05:00,0.0
2021-01-10 18:00:00-05:00,0.0
2021-01-10 19:00:00-05:00,0.0
2021-01-10 20:00:00-05:00,0.0
2021-01-10 21:00:00-05:00,0.0
2021-01-10 22:00:00-05:00,0.0
2021-01-10 23:00:00-05:00,0.0
2021-01-11 00:00:00-05:00,0.0
2021-01-11 01:00:00-05:00,0.0
2021-01-11 02:00:00-05:00,7.45
2021-01-11 03:00:00-05:00,69.9
2021-01-11 04:00:00-05:00,71.67
2021-01-11 05:00:00-05:00,154.07
2021-01-11 06:00:00-05:00,170.93
2021-01-11 07:00:00-05:00,163.72
2021-01-11 08:00:00-05:00,125.67
2021-01-11 09:00:00-05:00,85.43
2021-01-11 10:00:00-05:00,42.33
2021-01-11 11:00:00-05:00,7.69
2021-01-11 12:00:00-05:00,0.0
2021-01-11 13:00:00-05:00,0.0
2021-01-11 14:00:00-05:00,0.0
2021-01-11 15:00:00-05:00,0.0
2021-01-11 16:00:00-05:00,0.0
2021-01-11 17:00:00-05:00,0.0
2021-01-11 18:00:00-05:00,0.0
2021-01-11 19:00:00-05:00,0.0
2021-01-11 20:00:00-05:00,0.0
2021-01-11 21:00:00-05:00,0.0
2021-01-11 22:00:00-05:00,0.0
2021-01-11 23:00:00-05:00,0.0
2021-01-12 00:00:00-05:00,0.0
2021-01-12 01:00:00-05:00,0.0
2021-01-12 02:00:00-05:00,5.14
2021-01-12 03:00:00-05:00,49.97
2021-01-12 04:00:00-05:00,63.27
2021-01-12 05:00:00-05:00,104.84
2021-01-12 06:00:00-05:00,113.78
2021-01-12 07:00:00-05:00,133.16
2021-01-12 08:00:00-05:00,94.73
2021-01-12 09:00:00-05:00,50.61
2021-01-12 10:00:00-05:00,35.8
2021-01-12 11:00:00-05:00,8.06
2021-01-12 12:00:00-05:00,0.0
2021-01-12 13:00:00-05:00,0.0
2021-01-12 14:00:00-05:00,0.0
2021-01-12 15:00:00-05:00,0.0
2021-01-12 16:00:00-05:00,0.0
2021-01-12 17:00:00-05:00,0.0
2021-01-12 18:00:00-05:00,0.0
2021-01-12 19:00:00-05:00,0.0
2021-01-12 20:00:00-05:00,0.0
2021-01-12 21:00:00-05:00,0.0
2021-01-12 22:00:00-05:00,0.0
2021-01-12 23:00:00-05:00,0.0
2021-01-13 00:00:00-05:00,0.0
2021-01-13 01:00:00-05:00,0.0
2021-01-13 02:00:00-05:00,7.6
2021-01-13 03:00:00-05:00,44.66
2021-01-13 04:00:00-05:00,68.06
2021-01-13 05:00:00-05:00,111.15
2021-01-13 06:00:00-05:00,130.0
2021-01-13 07:00:00-05:00,89.68
2021-01-13 08:00:00-05:00,86.13
2021-01-13 09:00:00-05:00,55.99
2021-01-13 10:00:00-05:00,23.78
2021-01-13 11:00:00-05:00,8.0
2021-01-13 12:00:00-05:00,0.0
2021-01-13 13:00:00-05:00,0.0
2021-01-13 14:00:00-05:00,0.0
2021-01-13 15:00:00-05:00,0.0
2021-01-13 16:00:00-05:00,0.0
2021-01-13 17:00:00-05:00,0.0
2021-01-13 18:00:00-05:00,0.0
2021-01-13 19:00:00-05:00,0.0
2021-01-13 20:00:00-05:00,0.0
2021-01-13 21:00:00-05:00,0.0
2021-01-13 22:00:00-05:00,0.0
2021-01-13 23:00:00-05:00,0.0
2021-01-14 00:00:00-05:00,0.0
2021-01-14 01:00:00-05:00,0.0
2021-01-14 02:00:00-05:00,5.87
2021-01-14 03:00:00-05:00,32.29
2021-01-14 04:00:00-05:00,55.51
2021-01-14 05:00:00-05:00,105.54
2021-01-14 06:00:00-05:00,117.13
2021-01-14 07:00:00-05:00,86.48
2021-01-14 08:00:00-05:00,102.95
2021-01-14 09:00:00-05:00,45.77
2021-01-14 10:00:00-05:00,47.89
2021-01-14 11:00:00-05:00,5.01
2021-01-14 12:00:00-05:00,0.0
2021-01-14 13:00:00-05:00,0.0
2021-01-14 14:00:00-05:00,0.0
2021-01-14 15:00:00-05:00,0.0
2021-01-14 16:00:00-05:00,0.0
2021-01-14 17:00:00-05:00,0.0
2021-01-14 18:00:00-05:00,0.0
2021-01-14 19:00:00-05:00,0.0
2021-01-14 20:00:00-05:00,0.0
2021-01-14 21:00:00-05:00,0.0
2021-01-14 22:00:00-05:00,0.0
2021-01-14 23:00:00-05:00,0.0
2021-01-15 00:00:00-05:00,0.0
2021-01-15 01:00:00-05:00,0.0
2021-01-15 02:00:00-05:00,7.51
2021-01-15 03:00:00-05:00,72.23
2021-01-15 04:00:00-05:00,180.93
2021-01-15 05:00:00-05:00,308.26
2021-01-15 06:00:00-05:00,366.06
2021-01-15 07:00:00-05:00,391.07
2021-01-15 08:00:00-05:00,323.04
2021-01-15 09:00:00-05:00,201.0
2021-01-15 10:00:00-05:00,73.73
2021-01-15 11:00:00-05:00,8.83
2021-01-15 12:00:00-05:00,0.0
2021-01-15 13:00:00-05:00,0.0
2021-01-15 14:00:00-05:00,0.0
2021-01-15 15:00:00-05:00,0.0
2021-01-15 16:00:00-05:00,0.0
2021-01-15 17:00:00-05:00,0.0
2021-01-15 18:00:00-05:00,0.0
2021-01-15 19:00:00-05:00,0.0
2021-01-15 20:00:00-05:00,0.0
2021-01-15 21:00:00-05:00,0.0
2021-01-15 22:00:00-05:00,0.0
2021-01-15 23:00:00-05:00,0.0
2021-01-16 00:00:00-05:00,0.0
2021-01-16 01:00:00-05:00,0.0
2021-01-16 02:00:00-05:00,4.61
2021-01-16 03:00:00-05:00,21.83
2021-01-16 04:00:00-05:00,21.38
2021-01-16 05:00:00-05:00,36.27
2021-01-16 06:00:00-05:00,38.27
2021-01-16 07:00:00-05:00,73.16
2021-01-16 08:00:00-05:00,70.34
2021-01-16 09:00:00-05:00,70.03
2021-01-16 10:00:00-05:00,59.16
2021-01-16 11:00:00-05:00,10.95
2021-01-16 12:00:00-05:00,0.0
2021-01-16 13:00:00-05:00,0.0
2021-01-16 14:00:00-05:00,0.0
2021-01-16 15:00:00-05:00,0.0
2021-01-16 16:00:00-05:00,0.0
2021-01-16 17:00:00-05:00,0.0
2021-01-16 18:00:00-05:00,0.0
2021-01-16 19:00:00-05:00,0.0
2021-01-16 20:00:00-05:00,0.0
2021-01-16 21:00:00-05:00,0.0
2021-01-16 22:00:00-05:00,0.0
2021-01-16 23:00:00-05:00,0.0
2021-01-17 00:00:00-05:00,0.0
2021-01-17 01:00:00-05:00,0.0
2021-01-17 02:00:00-05:00,7.44
2021-01-17 03:00:00-05:00,28.55
2021-01-17 04:00:00-05:00,63.54
2021-01-17 05:00:00-05:00,97.24
2021-01-17 06:00:00-05:00,96.76
2021-01-17 07:00:00-05:00,134.87
2021-01-17 08:00:00-05:00,122.4
2021-01-17 09:00:00-05:00,72.88
2021-01-17 10:00:00-05:00,58.27
2021-01-17 11:00:00-05:00,12.05
2021-01-17 12:00:00-05:00,0.0
2021-01-17 13:00:00-05:00,0.0
2021-01-17 14:00:00-05:00,0.0
2021-01-17 15:00:00-05:00,0.0
2021-01-17 16:00:00-05:00,0.0
2021-01-17 17:00:00-05:00,0.0
2021-01-17 18:00:00-05:00,0.0
2021-01-17 19:00:00-05:00,0.0
2021-01-17 20:00:00-05:00,0.0
2021-01-17 21:00:00-05:00,0.0
2021-01-17 22:00:00-05:00,0.0
2021-01-17 23:00:00-05:00,0.0
2021-01-18 00:00:00-05:00,0.0
2021-01-18 01:00:00-05:00,0.0
2021-01-18 02:00:00-05:00,7.83
2021-01-18 03:00:00-05:00,41.2
2021-01-18 04:00:00-05:00,103.22
2021-01-18 05:00:00-05:00,160.41
2021-01-18 06:00:00-05:00,193.49
2021-01-18 07:00:00-05:00,190.71
2021-01-18 08:00:00-05:00,229.04
2021-01-18 09:00:00-05:00,183.44
2021-01-18 10:00:00-05:00,100.93
2021-01-18 11:00:00-05:00,16.51
2021-01-18 12:00:00-05:00,0.0
2021-01-18 13:00:00-05:00,0.0
2021-01-18 14:00:00-05:00,0.0
2021-01-18 15:00:00-05:00,0.0
2021-01-18 16:00:00-05:00,0.0
2021-01-18 17:00:00-05:00,0.0
2021-01-18 18:00:00-05:00,0.0
2021-01-18 19:00:00-05:00,0.0
2021-01-18 20:00:00-05:00,0.0
2021-01-18 21:00:00-05:00,0.0
2021-01-18 22:00:00-05:00,0.0
2021-01-18 23:00:00-05:00,0.0
2021-01-19 00:00:00-05:00,0.0
2021-01-19 01:00:00-05:00,0.0
2021-01-19 02:00:00-05:00,9.52
2021-01-19 03:00:00-05:00,91.34
2021-01-19 04:00:00-05:00,237.84
2021-01-19 05:00:00-05:00,325.49
2021-01-19 06:00:00-05:00,326.38
2021-01-19 07:00:00-05:00,321.78
2021-01-19 08:00:00-05:00,279.31
2021-01-19 09:00:00-05:00,193.46
2021-01-19 10:00:00-05:00,97.2
2021-01-19 11:00:00-05:00,14.48
2021-01-19 12:00:00-05:00,0.0
2021-01-19 13:00:00-05:00,0.0
2021-01-19 14:00:00-05:00,0.0
2021-01-19 15:00:00-05:00,0.0
2021-01-19 16:00:00-05:00,0.0
2021-01-19 17:00:00-05:00,0.0
2021-01-19 18:00:00-05:00,0.0
2021-01-19 19:00:00-05:00,0.0
2021-01-19 20:00:00-05:00,0.0
2021-01-19 21:00:00-05:00,0.0
2021-01-19 22:00:00-05:00,0.0
2021-01-19 23:00:00-05:00,0.0
2021-01-20 00:00:00-05:00,0.0
2021-01-20 01:00:00-05:00,0.0
2021-01-20 02:00:00-05:00,9.4
2021-01-20 03:00:00-05:00,74.91
2021-01-20 04:00:00-05:00,193.3
2021-01-20 05:00:00-05:00,273.09
2021-01-20 06:00:00-05:00,288.87
2021-01-20 07:00:00-05:00,323.38
2021-01-20 08:00:00-05:00,295.66
2021-01-20 09:00:00-05:00,216.02
2021-01-20 10:00:00-05:00,104.34
2021-01-20 11:00:00-05:00,17.79
2021-01-20 12:00:00-05:00,0.0
2021-01-20 13:00:00-05:00,0.0
2021-01-20 14:00:00-05:00,0.0
2021-01-20 15:00:00-05:00,0.0
2021-01-20 16:00:00-05:00,0.0
2021-01-20 17:00:00-05:00,0.0
2021-01-20 18:00:00-05:00,0.0
2021-01-20 19:00:00-05:00,0.0
2021-01-20 20:00:00-05:00,0.0
2021-01-20 21:00:00-05:00,0.0
2021-01-20 22:00:00-05:00,0.0
2021-01-20 23:00:00-05:00,0.0
2021-01-21 00:00:00-05:00,0.0
2021-01-21 01:00:00-05:00,0.0
2021-01-21 02:00:00-05:00,9.49
2021-01-21 03:00:00-05:00,63.3
2021-01-21 04:00:00-05:00,124.04
2021-01-21 05:00:00-05:00,172.54
2021-01-21 06:00:00-05:00,218.76
2021-01-21 07:00:00-05:00,172.6
2021-01-21 08:00:00-05:00,221.76
2021-01-21 09:00:00-05:00,172.1
2021-01-21 10:00:00-05:00,85.51
2021-01-21 11:00:00-05:00,14.17
2021-01-21 12:00:00-05:00,0.0
2021-01-21 13:00:00-05:00,0.0
2021-01-21 14:00:00-05:00,0.0
2021-01-21 15:00:00-05:00,0.0
2021-01-21 16:00:00-05:00,0.0
2021-01-21 17:00:00-05:00,0.0
2021-01-21 18:00:00-05:00,0.0
2021-01-21 19:00:00-05:00,0.0
2021-01-21 20:00:00-05:00,0.0
2021-01-21 21:00:00-05:00,0.0
2021-01-21 22:00:00-05:00,0.0
2021-01-21 23:00:00-05:00,0.0
2021-01-22 00:00:00-05:00,0.0
2021-01-22 01:00:00-05:00,0.0
2021-01-22 02:00:00-05:00,8.88
2021-01-22 03:00:00-05:00,40.05
2021-01-22 04:00:00-05:00,142.5
2021-01-22 05:00:00-05:00,192.57
2021-01-22 06:00:00-05:00,209.5
2021-01-22 07:00:00-05:00,147.95
2021-01-22 08:00:00-05:00,210.06
2021-01-22 09:00:00-05:00,150.61
2021-01-22 10:00:00-05:00,75.48
2021-01-22 11:00:00-05:00,18.27
2021-01-22 12:00:00-05:00,0.0
2021-01-22 13:00:00-05:00,0.0
2021-01-22 14:00:00-05:00,0.0
2021-01-22 15:00:00-05:00,0.0
2021-01-22 16:00:00-05:00,0.0
2021-01-22 17:00:00-05:00,0.0
2021-01-22 18:00:00-05:00,0.0
2021-01-22 19:00:00-05:00,0.0
2021-01-22 20:00:00-05:00,0.0
2021-01-22 21:00:00-05:00,0.0
2021-01-22 22:00:00-05:00,0.0
2021-01-22 23:00:00-05:00,0.0
2021-01-23 00:00:00-05:00,0.0
2021-01-23 01:00:00-05:00,0.0
2021-01-23 02:00:00-05:00,11.35
2021-01-23 03:00:00-05:00,92.57
2021-01-23 04:00:00-05:00,196.29
